#{"t_start": 1614212011.7333984, "env_id": null}
15.50538,244,48315.574641,2,1
-20.8781,198,48317.629591,1,0
15.35888,246,48320.164764,2,1
14.922,151,48321.734568,2,1
15.18602,92,48322.704691,2,1
-20.25281,105,48323.824578,1,0
15.4492,195,48325.824624,2,1
15.13056,138,48327.25462,2,1
15.86315,294,48330.270703,2,1
15.71383,260,48332.925577,2,1
15.55326,210,48335.086156,2,1
-20.27176,159,48336.731136,1,0
15.06117,80,48337.585478,2,1
15.73256,304,49886.911983,2,1
15.61153,276,49889.746835,2,1
15.33284,220,49892.0175,2,1
15.36019,211,49894.222172,2,1
15.34459,300,49897.302075,2,1
15.24341,126,49898.627222,2,1
15.47476,299,49901.712121,2,1
15.2726,196,49903.746991,2,1
-20.02902,336,49907.167251,1,0
15.89631,421,49911.441874,2,1
15.05662,86,49912.432014,2,1
15.1951,193,49914.416868,2,1
15.18918,182,49916.286852,2,1
15.3776,226,49918.60215,2,1
-23.37071,288,49921.557374,1,0
-20.14205,134,49922.971906,1,0
15.45012,187,49924.891827,2,1
15.20349,178,49926.726836,2,1
-0.67082,651,49933.345578,0,0
15.67982,323,49936.630508,2,1
15.36394,186,49938.575487,2,1
15.24807,269,49941.338427,2,1
16.25235,432,49945.723153,2,1
-26.222,377,49949.563935,1,0
15.07547,87,49950.487987,2,1
15.39909,190,49952.438015,2,1
15.13582,196,49954.448013,2,1
15.56356,268,49957.208148,2,1
2.61945,651,49963.809851,0,0
-18.81804,170,49965.568864,1,0
15.54084,189,49967.514766,2,1
15.0844,82,49968.388787,2,1
15.99912,361,49972.063883,2,1
-22.85498,459,49976.728981,1,0
15.56898,197,49978.753919,2,1
15.66204,467,49983.499985,2,1
-20.8454,119,49984.738937,1,0
-20.92008,123,49986.058829,1,0
15.25872,194,49988.058767,2,1
-20.92394,142,49989.548987,1,0
15.64746,219,51538.181622,2,1
16.96005,532,51543.586718,2,1
15.36267,187,51545.511952,2,1
-21.08596,56,51546.126729,1,0
0.62343,651,51552.721789,0,0
15.38272,164,51554.421623,2,1
15.31726,129,51555.761651,2,1
15.43284,162,51557.431668,2,1
15.6733,258,51560.066656,2,1
15.73857,237,51562.497167,2,1
-0.54784,651,51569.151883,0,0
2.23389,651,51575.761652,0,0
15.606,265,51578.498154,2,1
15.29205,176,51580.346649,2,1
15.42737,163,51582.041796,2,1
-1.50585,651,51588.636908,0,0
-18.9846,484,51593.591801,1,0
-20.30164,5,51593.696754,1,0
15.57414,265,51596.416834,2,1
15.49801,248,51598.995704,2,1
15.23042,221,51601.260609,2,1
-19.99031,139,51602.710543,1,0
15.30863,282,51605.590748,2,1
15.47542,272,51608.400748,2,1
16.32757,386,51612.32589,2,1
1.91315,651,51618.910838,0,0
15.14519,265,51621.630759,2,1
-1.43931,651,51628.215828,0,0
15.64567,232,51630.59583,2,1
1.67595,651,51637.203846,0,0
15.30596,101,51638.272654,2,1
-20.12951,140,51639.733615,1,0
15.3273,378,51643.587689,2,1
15.3736,220,51645.842784,2,1
15.07569,60,51646.492596,2,1
15.69654,267,51649.222588,2,1
0.15045,651,51655.81882,0,0
15.2639,112,51657.002898,2,1
15.34508,205,51659.112738,2,1
14.84083,291,51662.092771,2,1
15.44056,206,53210.579546,2,1
15.26547,90,53211.534674,2,1
-19.85805,200,53213.609639,1,0
15.55131,233,53215.994977,2,1
15.33153,249,53218.585447,2,1
15.70142,292,53221.575685,2,1
15.33126,150,53223.13043,2,1
15.29337,116,53224.345202,2,1
15.3095,125,53225.660558,2,1
16.35414,400,53229.730331,2,1
12.77021,226,53232.050294,2,1
16.83563,285,53234.971375,2,1
15.49326,155,53236.590379,2,1
15.72064,269,53239.340288,2,1
15.42217,430,53243.770463,2,1
15.40779,244,53246.2654,2,1
-20.15334,122,53247.565509,1,0
15.24515,84,53248.465346,2,1
12.50278,286,53251.39087,2,1
15.64995,302,53254.480323,2,1
15.44684,214,53256.690384,2,1
-20.55608,57,53257.31036,1,0
17.00233,448,53261.860605,2,1
15.47511,184,53263.750468,2,1
14.99456,262,53266.430423,2,1
-20.09955,1,53266.495066,1,0
15.19974,76,53267.315641,2,1
15.72368,309,53270.480356,2,1
-20.30526,189,53272.435431,1,0
16.89054,452,53277.027543,2,1
2.16673,651,53283.633157,0,0
15.51873,175,53285.45247,2,1
15.15,72,53286.232642,2,1
15.33402,177,53288.057544,2,1
15.69888,234,53290.458951,2,1
14.90453,500,53295.524137,2,1
-20.80638,47,53296.053991,1,0
15.53157,220,53298.319549,2,1
15.4974,284,53301.224023,2,1
15.71349,288,53304.184061,2,1
15.46864,238,54854.398288,2,1
0.02577,651,54860.988477,0,0
15.32511,129,54862.342891,2,1
15.70616,357,54865.988027,2,1
15.07547,79,54866.8328,2,1
14.49303,357,54870.505378,2,1
2.65136,651,54877.086102,0,0
15.86572,305,54880.220386,2,1
-20.12932,194,54882.215348,1,0
-20.62055,217,54884.435671,1,0
15.37128,200,54886.505729,2,1
15.77736,278,54889.345383,2,1
15.92749,306,54892.4762,2,1
-21.16004,119,54893.720156,1,0
-20.5501,73,54894.505306,1,0
15.49654,186,54896.4308,2,1
15.50292,326,54899.760471,2,1
-20.37742,189,54901.705179,1,0
-20.30715,180,54903.570843,1,0
-19.56194,432,54907.965451,1,0
15.02458,155,54909.58045,2,1
-19.8504,184,54911.480338,1,0
15.65855,232,54913.85526,2,1
15.66122,278,54916.718971,2,1
-21.99457,557,54922.344178,1,0
15.59527,238,54924.778651,2,1
-19.95021,447,54929.323836,1,0
15.51973,199,54931.363698,2,1
15.41658,132,54932.743639,2,1
-20.44185,211,54934.914106,1,0
15.33051,110,54936.128532,2,1
15.29993,233,54938.52393,2,1
-21.8655,219,54940.76913,1,0
15.48384,236,54943.196798,2,1
-20.25383,74,54944.006994,1,0
15.47217,270,54946.766769,2,1
-20.99974,70,54947.52169,1,0
17.28624,504,54952.637751,2,1
15.57547,395,54956.661767,2,1
15.49773,171,54958.426812,2,1
15.22247,129,56503.769984,2,1
0.02379,651,56510.402817,0,0
2.47473,651,56516.982802,0,0
15.17433,59,56517.622544,2,1
0.35196,651,56524.182712,0,0
15.21663,82,56525.052595,2,1
15.63672,230,56527.422843,2,1
15.33234,162,56529.092703,2,1
15.37695,161,56530.753117,2,1
15.58762,202,56532.817654,2,1
15.97922,297,56535.850319,2,1
15.37324,159,56537.505287,2,1
15.38068,176,56539.305326,2,1
14.72461,391,56543.280433,2,1
11.35794,480,56548.204001,2,1
13.49661,252,56550.783926,2,1
15.33734,134,56552.173869,2,1
1.18852,651,56558.76972,0,0
-22.02119,126,56560.078538,1,0
15.62108,213,56562.253878,2,1
11.69924,350,56565.813849,2,1
1.42301,651,56572.390112,0,0
-0.47018,651,56579.006134,0,0
15.61406,238,56581.436661,2,1
-21.19207,247,56583.975566,1,0
15.72782,287,56586.905672,2,1
0.04101,651,56593.565517,0,0
15.73329,234,56595.960522,2,1
15.32853,195,56597.95532,2,1
15.85149,291,56600.931996,2,1
15.52101,196,56602.944551,2,1
15.5051,202,56605.00956,2,1
15.6939,234,56607.409679,2,1
16.05754,311,56610.585532,2,1
0.00045,651,56617.16482,0,0
15.6175,233,56619.545501,2,1
15.2962,121,56620.809862,2,1
15.54023,190,56622.759696,2,1
15.62061,272,56625.529707,2,1
15.31203,104,56626.619513,2,1
15.5966,233,58169.923813,2,1
15.55053,179,58171.764025,2,1
15.56418,204,58173.853876,2,1
15.18993,93,58174.828655,2,1
15.42189,142,58176.298934,2,1
15.74705,228,58178.623868,2,1
16.58095,389,58182.573925,2,1
-20.29162,120,58183.834001,1,0
15.62613,227,58186.153845,2,1
15.2592,102,58187.219403,2,1
15.45497,153,58188.799741,2,1
15.28907,121,58190.058815,2,1
16.2558,542,58195.544039,2,1
15.76539,240,58198.024024,2,1
15.72658,306,58201.143947,2,1
15.21131,237,58203.563842,2,1
16.58906,544,58209.084762,2,1
15.11408,67,58209.804872,2,1
15.1399,96,58210.814535,2,1
15.79214,291,58213.794745,2,1
16.24362,575,58219.634761,2,1
15.26487,101,58220.694365,2,1
15.3092,154,58222.284949,2,1
-20.86533,62,58222.949589,1,0
15.78894,262,58225.624857,2,1
15.10378,48,58226.149635,2,1
-21.24328,82,58227.019555,1,0
16.8899,513,58232.284988,2,1
15.88642,300,58235.344975,2,1
15.25451,88,58236.269406,2,1
15.51567,178,58238.099504,2,1
15.7357,271,58240.884594,2,1
15.11729,61,58241.544613,2,1
15.60658,249,58244.104697,2,1
15.36329,134,58245.489666,2,1
15.55955,208,58247.619921,2,1
15.48459,197,58249.66968,2,1
15.4959,177,58251.49466,2,1
15.88209,289,58254.487112,2,1
15.65075,222,58256.777216,2,1
15.39838,257,59810.058699,2,1
15.59363,327,59813.422266,2,1
13.83863,459,59818.067126,2,1
-21.02972,76,59818.887128,1,0
15.41629,172,59820.661983,2,1
-20.47875,23,59820.947706,1,0
15.64523,284,59823.853056,2,1
15.58391,521,59829.142119,2,1
15.26783,215,59831.356932,2,1
-24.30618,163,59833.057581,1,0
15.76854,285,59835.977133,2,1
-0.30921,651,59842.596979,0,0
15.48143,341,59846.071617,2,1
14.96069,365,59849.802023,2,1
-20.20294,165,59851.506949,1,0
15.61019,303,59854.606783,2,1
1.05135,651,59861.207842,0,0
-21.55133,183,59863.09693,1,0
-20.21842,414,59867.348188,1,0
15.06483,127,59868.678247,2,1
15.53698,225,59870.99332,2,1
15.55496,195,59872.998516,2,1
15.38715,338,59876.446157,2,1
15.11706,307,59879.575574,2,1
15.08136,58,59880.210097,2,1
15.57345,278,59883.055457,2,1
15.47616,214,59885.255394,2,1
16.01322,389,59889.230376,2,1
15.58387,361,59892.915161,2,1
15.40181,206,59895.035226,2,1
15.04217,282,59897.915137,2,1
14.40961,329,59901.265243,2,1
15.51277,221,59903.535361,2,1
15.217,255,59906.135271,2,1
-35.84993,651,59912.722043,0,0
-21.90414,195,59914.735879,1,0
-20.9946,88,59915.750747,1,0
-0.49082,651,59922.355474,0,0
15.19797,174,59924.160217,2,1
14.54029,472,59928.945314,2,1
15.37776,194,61481.101485,2,1
15.37051,246,61483.636484,2,1
2.1165,651,61490.266642,0,0
15.43032,216,61492.491362,2,1
16.15816,474,61497.287159,2,1
15.45481,247,61499.816385,2,1
15.92578,447,61504.371538,2,1
0.46753,651,61510.972941,0,0
-20.51364,164,61512.672882,1,0
14.69213,430,61517.038709,2,1
-0.48346,651,61523.618139,0,0
15.36759,137,61525.048013,2,1
15.56884,268,61527.787999,2,1
-22.77832,354,61531.442723,1,0
-23.04849,97,61532.467748,1,0
-20.10971,229,61534.842781,1,0
15.27775,190,61536.792489,2,1
-18.39458,595,61542.842675,1,0
15.65223,298,61545.882455,2,1
15.64957,345,61549.407488,2,1
-2.573,651,61556.003288,0,0
0.08983,651,61562.666321,0,0
15.55473,262,61565.366149,2,1
14.89755,95,61566.391003,2,1
15.417,326,61569.776087,2,1
-21.16078,131,61571.136544,1,0
15.36927,171,61572.895959,2,1
-21.85025,132,61574.272811,1,0
13.69087,465,61579.049087,2,1
-24.98256,191,61581.034714,1,0
15.36794,239,61583.488941,2,1
15.40871,180,61585.353925,2,1
-20.13787,214,61587.548986,1,0
-21.00572,261,61590.213995,1,0
15.30781,241,61592.674455,2,1
-20.97398,109,61593.829042,1,0
15.36718,268,61596.573339,2,1
0.00924,651,61603.162683,0,0
15.67532,311,61606.342617,2,1
-22.44351,136,61607.76828,1,0
-21.24449,153,63157.900821,1,0
15.77247,381,63161.771639,2,1
15.61323,325,63165.085282,2,1
14.50756,239,63167.530747,2,1
-1.59218,651,63174.128553,0,0
15.43723,181,63175.988111,2,1
15.20615,119,63177.228342,2,1
14.06763,356,63180.843412,2,1
15.11307,51,63181.399148,2,1
15.59184,333,63184.79847,2,1
15.07701,108,63185.923286,2,1
14.99537,120,63187.168456,2,1
15.29364,186,63189.078328,2,1
15.04941,69,63189.813352,2,1
15.1707,105,63190.935681,2,1
15.61061,222,63193.211303,2,1
15.65029,311,63196.381879,2,1
15.60787,220,63198.631185,2,1
-0.09909,651,63205.22855,0,0
15.92449,263,63207.918257,2,1
15.65003,312,63211.097917,2,1
18.54899,651,63217.748054,0,0
15.22884,150,63219.319379,2,1
15.68526,348,63222.859702,2,1
15.13855,93,63223.834881,2,1
15.76806,298,63226.869961,2,1
15.8192,294,63229.889758,2,1
15.62852,203,63231.970293,2,1
15.19605,223,63234.244761,2,1
15.4852,221,63236.514628,2,1
15.56372,187,63238.429651,2,1
14.92697,156,63240.034706,2,1
15.11817,56,63240.639776,2,1
15.69452,385,63244.544744,2,1
-0.00282,651,63251.146872,0,0
15.72577,370,63254.912462,2,1
15.86128,314,63258.106684,2,1
15.57471,340,63261.566761,2,1
0.34415,651,63268.187123,0,0
0.00291,651,63274.806879,0,0
15.07491,92,64823.026717,2,1
16.85875,458,64827.686276,2,1
17.25477,626,64834.047868,2,1
17.11114,340,64837.50288,2,1
15.62338,232,64839.882761,2,1
15.31949,107,64841.002682,2,1
15.43989,217,64843.23358,2,1
15.13361,110,64844.402019,2,1
-20.94626,43,64844.902053,1,0
-19.56677,409,64849.056922,1,0
15.67435,269,64851.812051,2,1
15.87107,277,64854.646969,2,1
15.15913,87,64855.56698,2,1
15.71259,353,64859.22702,2,1
12.65313,392,64863.237751,2,1
0.39009,651,64869.792678,0,0
15.22178,109,64870.927693,2,1
15.26156,122,64872.202704,2,1
15.53283,242,64874.672703,2,1
15.88705,293,64877.66761,2,1
15.4479,149,64879.20276,2,1
15.51858,245,64881.703003,2,1
15.65559,229,64884.052631,2,1
15.25251,129,64885.387574,2,1
15.48706,239,64887.822553,2,1
17.13777,502,64892.917577,2,1
15.55179,196,64894.927737,2,1
16.18424,399,64899.002957,2,1
15.23439,127,64900.328106,2,1
15.7191,237,64902.753959,2,1
15.88102,340,64906.217715,2,1
15.47049,159,64907.857531,2,1
1.63985,651,64914.502542,0,0
16.40666,380,64918.429315,2,1
15.70071,295,64921.444263,2,1
0.84347,651,64928.01442,0,0
15.66937,255,64930.6143,2,1
17.40592,608,64936.7695,2,1
15.40172,132,64938.144239,2,1
15.74908,280,64940.9997,2,1
15.49149,214,66486.82058,2,1
2.06835,651,66493.405689,0,0
15.04751,56,66494.010169,2,1
15.37874,206,66496.130438,2,1
15.63996,231,66498.500444,2,1
15.49703,214,66500.685377,2,1
18.00129,598,66506.771216,2,1
15.33284,118,66508.085749,2,1
-19.93293,390,66512.045455,1,0
-20.19915,229,66514.38046,1,0
15.38171,155,66516.018456,2,1
15.65379,246,66518.53366,2,1
15.26524,106,66519.644063,2,1
-2.04609,651,66526.228593,0,0
17.42928,550,66531.788497,2,1
15.39068,250,66534.373869,2,1
15.25246,190,66536.328264,2,1
15.82995,347,66539.858628,2,1
0.01461,651,66546.44368,0,0
15.11994,156,66548.053604,2,1
16.88813,487,66553.002198,2,1
0.24821,651,66559.567015,0,0
15.08462,67,66560.281407,2,1
15.45984,253,66562.862345,2,1
15.63881,324,66566.162327,2,1
15.29539,188,66568.092002,2,1
15.72874,250,66570.647321,2,1
15.34686,239,66573.088146,2,1
15.1786,110,66574.232076,2,1
15.34732,119,66575.472299,2,1
15.47083,267,66578.197305,2,1
15.06956,63,66578.87314,2,1
15.06524,61,66579.527313,2,1
-20.39025,275,66582.342678,1,0
15.75408,251,66584.907335,2,1
15.3951,188,66586.830132,2,1
15.29529,154,66588.415306,2,1
15.28747,119,66589.670223,2,1
15.11655,122,66590.940245,2,1
15.19888,107,66592.055201,2,1
15.28516,212,68135.241925,2,1
15.19805,141,68136.702761,2,1
15.21723,161,68138.362799,2,1
-20.52351,286,68141.286755,1,0
15.49836,222,68143.556839,2,1
12.08039,544,68149.066833,2,1
0.00495,651,68155.646801,0,0
0.15619,651,68162.245677,0,0
0.60503,651,68168.820698,0,0
15.03967,118,68170.045821,2,1
15.5962,238,68172.485757,2,1
15.17468,188,68174.415772,2,1
15.2213,239,68176.850827,2,1
0.08532,651,68183.435859,0,0
15.17887,149,68184.975692,2,1
0.63082,651,68191.563725,0,0
15.30572,209,68193.703573,2,1
15.00418,176,68195.513398,2,1
15.81827,549,68201.085418,2,1
15.09684,117,68202.310589,2,1
15.12408,172,68204.095431,2,1
17.4202,568,68209.872431,2,1
0.58002,651,68216.447777,0,0
1.29791,651,68223.025398,0,0
0.86368,651,68229.6738,0,0
15.5766,308,68232.814551,2,1
3.21831,651,68239.440065,0,0
-2.7803,651,68246.019896,0,0
15.32172,214,68248.209891,2,1
15.49927,184,68250.099845,2,1
14.99487,87,68251.023853,2,1
15.30242,221,68253.294056,2,1
0.00291,651,68259.864512,0,0
0.00495,651,68266.434247,0,0
0.36531,651,68273.014135,0,0
0.17248,651,68279.579394,0,0
15.39581,218,68281.80417,2,1
0.01996,651,68288.373445,0,0
15.07668,27,68288.688193,2,1
0.23807,651,68295.258341,0,0
15.24208,112,69841.445743,2,1
15.22574,227,69843.766171,2,1
15.83954,439,69848.234356,2,1
15.73319,283,69851.153396,2,1
-23.71195,150,69852.703511,1,0
15.65086,318,69855.939453,2,1
15.26659,147,69857.463423,2,1
15.40916,176,69859.29295,2,1
15.37409,167,69861.012575,2,1
15.76067,298,69864.053395,2,1
15.71367,327,69867.39235,2,1
15.77081,335,69870.827534,2,1
15.71681,293,69873.812282,2,1
15.23172,145,69875.312062,2,1
15.19573,108,69876.438222,2,1
-0.03592,651,69883.002706,0,0
15.12896,58,69883.627679,2,1
15.58702,224,69885.922402,2,1
-0.01074,651,69892.504907,0,0
15.3852,329,69895.858916,2,1
15.81471,419,69900.110253,2,1
-0.00846,651,69906.664769,0,0
15.11648,57,69907.289838,2,1
15.97198,349,69910.840819,2,1
15.80412,293,69913.842272,2,1
16.19133,381,69917.716585,2,1
15.49937,213,69919.896568,2,1
15.19931,89,69920.831322,2,1
15.2639,131,69922.192285,2,1
15.54836,229,69924.536643,2,1
15.36476,162,69926.271986,2,1
15.36649,194,69928.261344,2,1
15.30622,129,69929.601275,2,1
15.25705,165,69931.301424,2,1
15.46278,167,69933.026767,2,1
15.68631,284,69935.931565,2,1
15.40098,163,69937.611691,2,1
0.46407,651,69944.197089,0,0
15.35117,264,69946.897356,2,1
-20.51461,231,69949.261656,1,0
15.14676,129,71494.779675,2,1
15.24526,116,71495.999742,2,1
15.37875,166,71497.744864,2,1
14.07498,393,71501.734616,2,1
15.14503,164,71503.424617,2,1
15.45147,141,71504.879568,2,1
15.75873,291,71507.849662,2,1
14.53866,409,71511.994714,2,1
15.28025,149,71513.529384,2,1
16.50385,387,71517.464669,2,1
15.48002,215,71519.665293,2,1
15.13891,81,71520.519612,2,1
15.55428,188,71522.454445,2,1
0.04683,651,71529.02539,0,0
14.81213,456,71533.64477,2,1
15.84833,291,71536.609697,2,1
15.88398,339,71540.074681,2,1
15.85339,265,71542.772349,2,1
15.50458,202,71544.837363,2,1
16.03633,361,71548.52289,2,1
0.13796,651,71555.092479,0,0
17.85162,289,71558.048138,2,1
15.47085,180,71559.897216,2,1
0.00651,651,71566.483355,0,0
15.69438,243,71568.967435,2,1
-21.04774,177,71570.782253,1,0
15.35005,159,71572.423323,2,1
14.50081,235,71574.827851,2,1
15.08297,76,71575.637396,2,1
15.24868,138,71577.072069,2,1
15.30582,146,71578.582098,2,1
15.31864,160,71580.232104,2,1
15.3107,144,71581.72801,2,1
16.16716,379,71585.595645,2,1
12.08233,330,71588.960588,2,1
15.81248,281,71591.826,2,1
15.85516,289,71594.790678,2,1
0.55749,651,71601.366169,0,0
15.48645,152,71602.946049,2,1
16.00289,342,71606.420781,2,1
