#{"t_start": 1614807429.8423104, "env_id": null}
r,l,t,done_reason,is_success
17.489143,579,2003.679679,2,1
15.885355,102,2005.695047,2,1
-15.649821,145,2008.083037,1,0
16.19868,136,2010.351678,2,1
17.07958,241,2015.22448,2,1
16.984001,237,2019.772064,2,1
-8.82747,379,2026.162525,1,0
18.577361,443,2033.523797,2,1
-14.119147,177,2036.96417,1,0
-10.2,1,2037.079266,1,0
16.970392,534,2045.705071,2,1
17.480227,394,2052.801087,2,1
15.470232,53,2053.926727,2,1
19.622249,808,2069.834305,2,1
16.29943,155,2072.53332,2,1
16.756667,203,2076.095187,2,1
15.897678,102,2078.249738,2,1
16.544831,231,2082.836857,2,1
17.803215,435,2090.140624,2,1
17.588018,545,2099.634797,2,1
18.171917,351,2106.675505,2,1
17.744684,323,2113.202039,2,1
-10.207537,126,2115.375215,1,0
15.283117,648,2126.185557,2,1
-14.07411,45,2127.157177,1,0
16.327891,156,2130.275583,2,1
16.269983,284,2135.025335,2,1
17.553481,526,2143.920067,2,1
16.012096,113,2146.156243,2,1
17.119165,283,2151.611364,2,1
15.677921,83,2153.147208,2,1
15.843223,96,2154.86722,2,1
16.394739,180,2158.547165,2,1
17.394476,276,2164.057265,2,1
16.169345,132,2166.321013,2,1
18.135636,370,2172.556776,2,1
-10.954938,77,2174.192894,1,0
-9.148924,308,2180.275541,1,0
-10.554218,120,2182.308806,1,0
17.462568,298,2187.599134,2,1
18.320454,537,4185.359965,2,1
18.225677,682,4197.351747,2,1
19.264832,511,4206.319819,2,1
17.537191,454,4215.528845,2,1
15.650847,161,4218.813038,2,1
19.357286,634,4229.197077,2,1
16.820613,235,4233.176674,2,1
14.121154,432,4241.707972,2,1
15.290718,112,4243.90803,2,1
16.760108,372,4250.108249,2,1
16.972292,228,4253.967527,2,1
16.288796,272,4259.363619,2,1
16.574274,175,4262.883703,2,1
16.612841,241,4266.935664,2,1
18.202345,439,4274.331425,2,1
17.768222,548,4285.231927,2,1
15.323301,61,4286.471401,2,1
15.404962,52,4287.379369,2,1
13.638149,346,4293.311916,2,1
16.463923,179,4296.967529,2,1
-10.641783,16,4297.376994,1,0
18.522865,562,4307.467989,2,1
-10.2,1,4307.612805,1,0
15.641184,74,4309.160074,2,1
16.505498,175,4312.705108,2,1
16.047015,163,4315.393693,2,1
16.622363,239,4319.314438,2,1
-11.211025,604,4331.353364,1,0
15.232904,669,4344.666816,2,1
17.478112,283,4349.402608,2,1
15.53159,64,4350.582871,2,1
17.354239,463,4359.738986,2,1
2.103511,851,4376.3782,0,0
18.246041,388,4382.722027,2,1
17.679895,342,4388.788337,2,1
-11.508822,115,4391.129888,1,0
16.822498,348,4397.910086,2,1
16.174155,130,4400.07577,2,1
-0.476611,851,4413.841507,0,0
17.517483,516,4423.867437,2,1
17.170334,299,6407.628306,2,1
15.677459,77,6409.052111,2,1
16.015599,380,6415.286651,2,1
16.370786,168,6418.72583,2,1
16.42855,348,6425.715956,2,1
17.04041,236,6429.580158,2,1
20.06724,817,6443.3605,2,1
15.867479,109,6445.632234,2,1
15.73201,87,6447.316695,2,1
-10.49831,65,6448.476265,1,0
-9.496309,159,6451.322923,1,0
16.322903,152,6454.397879,2,1
-10.846156,103,6456.533044,1,0
18.038158,331,6462.107048,2,1
16.658327,378,6468.189759,2,1
15.75013,93,6469.946077,2,1
8.077768,247,6474.754251,2,1
16.596062,330,6480.0765,2,1
17.001295,482,6487.997016,2,1
-12.141,2,6488.158137,1,0
17.288439,307,6494.233196,2,1
16.310342,221,6497.736743,2,1
-9.433164,269,6501.99731,1,0
16.599036,238,6506.585096,2,1
16.253881,157,6509.549794,2,1
15.27053,103,6511.233377,2,1
17.716807,319,6516.399356,2,1
18.073516,508,6526.03364,2,1
12.023641,645,6538.849187,2,1
14.091829,645,6549.255325,2,1
16.331307,155,6551.877114,2,1
15.901331,478,6561.201184,2,1
16.732921,349,6568.239998,2,1
16.537314,171,6571.024056,2,1
-8.071712,429,6578.481853,1,0
16.364474,190,6582.339066,2,1
16.974235,660,6595.601289,2,1
11.570681,282,6600.18623,2,1
16.925911,309,6605.125299,2,1
16.939063,337,6611.930983,2,1
17.031699,401,8598.473018,2,1
13.102236,464,8606.101513,2,1
16.923523,229,8609.826779,2,1
18.017092,481,8619.17789,2,1
16.976362,219,8623.512924,2,1
15.355642,188,8626.701758,2,1
15.328426,39,8627.486644,2,1
17.805921,389,8635.363526,2,1
15.388929,406,8643.167073,2,1
19.113981,582,8652.563354,2,1
16.880747,222,8656.072644,2,1
-10.2,1,8656.191151,1,0
17.126016,260,8661.301122,2,1
19.026044,613,8671.333272,2,1
19.742291,424,8678.322605,2,1
16.165911,146,8681.315494,2,1
15.482066,80,8682.999943,2,1
-10.2,1,8683.114192,1,0
16.098382,769,8695.550857,2,1
15.993104,184,8699.262155,2,1
16.196441,161,8702.385944,2,1
17.585724,345,8708.195619,2,1
16.923592,230,8712.08128,2,1
18.842675,611,8724.303993,2,1
17.171368,240,8729.103783,2,1
15.707145,125,8731.228175,2,1
16.726158,221,8734.760277,2,1
15.864772,444,8743.667474,2,1
18.754028,474,8753.138804,2,1
17.297405,258,8757.271729,2,1
-11.028563,22,8757.736733,1,0
-9.84569,321,8764.213223,1,0
-10.2,1,8764.328379,1,0
16.36792,186,8767.283782,2,1
18.026217,430,8774.385703,2,1
17.652627,558,8785.435379,2,1
16.472972,178,8788.895393,2,1
17.897388,382,8794.970564,2,1
16.307047,392,8801.349205,2,1
16.609621,268,8806.675693,2,1
-9.569618,120,10792.1869,1,0
17.443043,542,10800.970544,2,1
18.210436,431,10808.163632,2,1
16.652444,184,10811.719637,2,1
-1.199379,851,10828.42414,0,0
12.502605,257,10832.660942,2,1
16.354008,164,10835.564613,2,1
16.051269,123,10837.95541,2,1
19.202235,807,10853.822137,2,1
17.577806,334,10859.36657,2,1
15.961663,233,10863.445518,2,1
-10.2,1,10863.561933,1,0
18.364397,443,10872.138956,2,1
17.728915,459,10879.980533,2,1
15.669696,88,10881.547096,2,1
-10.34092,64,10882.923186,1,0
14.195169,400,10891.021713,2,1
-10.2,1,10891.155482,1,0
14.1926,129,10893.476639,2,1
18.928302,562,10904.656123,2,1
16.164837,212,10908.894189,2,1
16.635338,279,10913.54262,2,1
18.124832,401,10920.237942,2,1
16.539773,216,10924.498396,2,1
-10.703683,139,10927.324185,1,0
15.188264,197,10930.677595,2,1
15.487881,100,10932.404323,2,1
17.552474,291,10938.25095,2,1
17.068759,355,10945.121387,2,1
17.881565,435,10952.347619,2,1
16.922269,212,10955.982817,2,1
16.070122,264,10961.078189,2,1
16.680334,191,10964.913285,2,1
-10.2,1,10965.042765,1,0
16.490861,170,10967.993069,2,1
16.961858,234,10972.663166,2,1
-9.808145,111,10974.883051,1,0
16.03807,216,10978.510356,2,1
15.761973,150,10981.061005,2,1
17.028518,404,10989.152468,2,1
16.241059,140,12971.46013,2,1
18.764501,826,12987.862274,2,1
16.099296,198,12991.896682,2,1
15.635965,448,12999.555419,2,1
17.451891,387,13006.162508,2,1
15.83143,251,13011.221648,2,1
16.103683,253,13016.355919,2,1
16.062188,159,13019.195884,2,1
17.578831,350,13025.408716,2,1
16.932212,318,13031.860358,2,1
16.075933,133,13034.564953,2,1
16.664069,594,13044.538464,2,1
15.91781,154,13047.133343,2,1
15.552971,63,13048.487821,2,1
16.230081,143,13051.388339,2,1
17.301662,265,13055.721492,2,1
17.177111,344,13061.456796,2,1
15.436172,85,13063.212831,2,1
17.572568,402,13071.253019,2,1
-10.53091,38,13071.966499,1,0
17.627658,317,13077.111403,2,1
16.289716,311,13083.386502,2,1
17.707873,410,13091.593745,2,1
17.960072,340,13097.264432,2,1
17.613053,298,13102.339079,2,1
16.2579,186,13106.100055,2,1
17.506473,459,13115.210459,2,1
15.407534,55,13116.165491,2,1
16.562751,194,13119.296515,2,1
17.830721,420,13127.712054,2,1
18.065926,494,13137.51745,2,1
18.638149,464,13145.381515,2,1
17.322923,327,13150.731065,2,1
18.629178,596,13162.740164,2,1
12.045485,210,13167.004742,2,1
16.378151,179,13170.098693,2,1
18.360352,563,13179.308662,2,1
-9.704237,128,13181.925722,1,0
-10.2,1,13182.05495,1,0
16.154722,150,13184.506295,2,1
16.740122,215,15226.286121,2,1
15.911926,384,15233.065825,2,1
16.659122,442,15241.951623,2,1
15.968963,124,15244.516468,2,1
17.115508,256,15249.23267,2,1
-10.2,1,15249.379215,1,0
-11.07254,505,15259.554108,1,0
-12.513613,325,15266.125694,1,0
16.130609,176,15269.33386,2,1
19.034432,555,15278.999453,2,1
17.027233,287,15284.848297,2,1
-9.594589,120,15287.366603,1,0
15.973862,199,15290.885224,2,1
16.190414,146,15293.435114,2,1
18.210498,580,15305.156089,2,1
18.575168,467,15314.602623,2,1
13.523301,160,15317.417651,2,1
18.364774,743,15330.432456,2,1
16.330139,206,15334.627574,2,1
15.763433,88,15336.487968,2,1
16.622636,193,15339.984983,2,1
15.508821,240,15344.23405,2,1
-11.551504,498,15354.240378,1,0
16.321174,215,15358.650335,2,1
16.066406,441,15366.619384,2,1
-10.274428,194,15370.239443,1,0
15.630595,74,15371.810752,2,1
15.139318,531,15382.511803,2,1
16.067383,281,15387.616131,2,1
17.972159,362,15394.25385,2,1
16.760852,525,15404.841885,2,1
16.095208,120,15407.340383,2,1
16.145003,177,15410.599557,2,1
16.504349,226,15414.769724,2,1
16.021269,543,15425.67074,2,1
15.938427,114,15428.060914,2,1
16.660509,182,15431.350439,2,1
17.845922,346,15437.765631,2,1
13.293234,246,15442.786897,2,1
16.577591,225,15447.378353,2,1
17.933186,600,17482.625638,2,1
-10.2,1,17482.774649,1,0
16.758502,274,17487.670781,2,1
15.464443,72,17489.186018,2,1
16.135671,260,17494.434548,2,1
15.915274,116,17496.383132,2,1
15.258124,343,17502.238505,2,1
15.620259,82,17503.984998,2,1
15.437277,99,17506.039652,2,1
17.749163,309,17511.566302,2,1
17.249689,253,17516.146973,2,1
16.604053,224,17520.732701,2,1
17.684902,304,17526.848261,2,1
16.925329,463,17534.94702,2,1
15.621909,70,17536.281991,2,1
15.996747,124,17538.874124,2,1
17.977755,497,17548.814192,2,1
17.109381,266,17553.52346,2,1
15.292045,384,17560.127643,2,1
17.961858,350,17567.210007,2,1
15.441575,686,17581.075953,2,1
16.554582,197,17584.590355,2,1
-11.054863,367,17591.11444,1,0
15.731871,86,17592.935929,2,1
14.673069,500,17603.113219,2,1
16.602541,190,17606.811784,2,1
18.713225,525,17616.563276,2,1
16.544625,764,17631.885876,2,1
7.280836,792,17647.846938,2,1
17.723206,761,17661.75005,2,1
-8.622935,289,17666.952097,1,0
17.384257,288,17672.813689,2,1
16.727862,333,17679.580831,2,1
17.269522,257,17684.264781,2,1
15.643253,116,17686.419177,2,1
15.03641,316,17692.805617,2,1
16.822757,204,17697.007509,2,1
18.819623,560,17707.007138,2,1
15.9351,118,17709.226551,2,1
12.175998,130,17711.908805,2,1
